NEName,,SiteCode,SiteName,Vendor,Suffix,SiteCategory,Powertype,Area,Office,SiteSeverity
ASYOUT_4,#N/A,0196UP,FATEH-IND-AREA_0196UP,Alcatel,#N/A,#N/A,Main Power,North Upper,Fayoum,#N/A
MAGHAGHA,#N/A,0208UP,CAIRO-ASYUT-12_0208UP,Alcatel,#N/A,#N/A,Main Power,North Upper,Asyout,#N/A
SAMALOUT_2,#N/A,0210UP,CAIRO-ASYUT-14_0210UP,Alcatel,#N/A,#N/A,Main Power,North Upper,Asyout,#N/A
EBSHWAY_1,#N/A,0216UP,FM-FAYOUM-UNV_0216UP,Alcatel,#N/A,#N/A,Main Power,North Upper,Fayoum,#N/A
MINYA03,#N/A,0262UP,ASYUT-ASWAN-1_0262UP,Alcatel,#N/A,#N/A,Main Power,North Upper,Asyout,#N/A
QUENA_WEST,#N/A,0263UP,ASYUT-ASWAN-2_0263UP,Alcatel,#N/A,#N/A,Main Power,North Upper,Asyout,#N/A
QUENA_WEST,#N/A,0291UP,AT-SAHEL-SELIM_0291UP,Alcatel,#N/A,#N/A,Main Power,North Upper,Asyout,#N/A
SAMALOUT_2,#N/A,0292UP,AT-NAWAMIS_0292UP,Alcatel,#N/A,#N/A,Main Power,North Upper,Asyout,#N/A
ASYOUT_5,#N/A,0294UP,SG-ETMANYAH_0294UP,Alcatel,#N/A,#N/A,Main Power,North Upper,Asyout,#N/A
DAYROUT,#N/A,0295UP,AT-SIDFA_0295UP,Alcatel,#N/A,#N/A,Main Power,North Upper,Asyout,#N/A
ABO-TIG02,#N/A,0305UP,AT-DEIR-MEHARA_0305UP,Alcatel,#N/A,#N/A,Main Power,North Upper,Asyout,#N/A
ASYOUT_5,#N/A,0306UP,AT-WELAD-HELAL_0306UP,Alcatel,#N/A,#N/A,Main Power,North Upper,Asyout,#N/A
MINYA_1_EVO_V,#N/A,0309UP,AT-SINBO_0309UP,Alcatel,#N/A,#N/A,Main Power,North Upper,Asyout,#N/A
MAGHAGHA,#N/A,0310UP,AT-ZWYET-HARON_0310UP,Alcatel,#N/A,#N/A,Main Power,North Upper,Asyout,#N/A
MANFALUT,#N/A,0314UP,MN-ABU-HELAL_0314UP,Alcatel,#N/A,#N/A,Main Power,North Upper,Menya,#N/A
DAYROUT_3,#N/A,0319UP,MN-TOWAH_0319UP,Alcatel,#N/A,#N/A,Main Power,North Upper,Menya,#N/A
MINYA_1_EVO_V,#N/A,0324UP,MN-BARTABAT_0324UP,Alcatel,#N/A,#N/A,Main Power,North Upper,Menya,#N/A
MANFALOUT_2,#N/A,0325UP,MN-SHAM-BHREYA_0325UP,Alcatel,#N/A,#N/A,Main Power,North Upper,Menya,#N/A
MINYA_1_EVO_V,#N/A,0329UP,MN-EBSHAK_0329UP,Alcatel,#N/A,#N/A,Main Power,North Upper,Menya,#N/A
ASYOUT_5,#N/A,0330UP,MN-HELWA_0330UP,Alcatel,#N/A,#N/A,Main Power,North Upper,Menya,#N/A
ASYOUT_6,#N/A,0331UP,MN-BARDNOHA_0331UP,Alcatel,#N/A,#N/A,Main Power,North Upper,Menya,#N/A
SOHAG_ENTRANCE_2,#N/A,0333UP,MN-TAHNA-GABAL_0333UP,Alcatel,#N/A,#N/A,Main Power,North Upper,Menya,#N/A
BADARI04,#N/A,0347UP,ASYUT-KHARGA-1_0347UP,Alcatel,#N/A,#N/A,Main Power,North Upper,Asyout,#N/A
QUENA_3,#N/A,0349UP,ASYUT-KHARGA-3-NR_0349UP,Alcatel,#N/A,#N/A,Main Power,North Upper,Asyout,#N/A
#N/A,#N/A,0362UP,CAIRO-ASWAN3_0362UP,Alcatel,#N/A,#N/A,Main Power,North Upper,Menya,#N/A
ASYOUT_5,#N/A,0368UP,CAIRO-ASWAN-10_0368UP,Alcatel,#N/A,#N/A,Main Power,North Upper,Asyout,#N/A
ABO_QURQAS_CITY1,#N/A,0386UP,AT-ENR-TOWER_0386UP,Alcatel,#N/A,#N/A,Main Power,North Upper,Asyout,#N/A
BANI_ATTEYA_2,#N/A,0388AL,MM-QARON-KRAMA_0388AL,Alcatel,#N/A,#N/A,Main Power,North Upper,Bahareya ,#N/A
DAYROUT_2,#N/A,0397UP,AT-ARAB-ATAWLA_0397UP,Alcatel,#N/A,#N/A,Main Power,North Upper,Asyout,#N/A
BADARI_2,#N/A,0399UP,AT-BANI-SHOQIR_0399UP,Alcatel,#N/A,#N/A,Main Power,North Upper,Asyout,#N/A
BADARI_2,#N/A,0400UP,AT-MOHAMADYAT_0400UP,Alcatel,#N/A,#N/A,Main Power,North Upper,Asyout,#N/A
BIBA_2,#N/A,0402UP,U_G_AT-TATALYA_0402UP,Alcatel,#N/A,#N/A,Main Power,North Upper,Asyout,#N/A
ASYOUT_6,#N/A,0410UP,MN-TANDA_0410UP,Alcatel,#N/A,#N/A,Main Power,North Upper,Menya,#N/A
EBSHWAY_1,#N/A,0431UP,FM-TATON_0431UP,Alcatel,#N/A,#N/A,Main Power,North Upper,Fayoum,#N/A
TAHTA_EX-2,#N/A,0445UP,WG-DAKH-KHRG-2_0445UP,Alcatel,#N/A,#N/A,Main Power,North Upper,Elkharga,#N/A
GIRGA_TOWN_1,#N/A,0446UP,WG-DAKH-KHRG-4_0446UP,Alcatel,#N/A,#N/A,Main Power,North Upper,Elkharga,#N/A
SOHAG_ENTRANCE_3,#N/A,0447UP,WG-DAKH-KHRG-6_0447UP,Alcatel,#N/A,#N/A,Main Power,North Upper,Elkharga,#N/A
BALYANA,#N/A,0496UP,KADAYA_0496UP,Alcatel,#N/A,#N/A,Main Power,North Upper,Beni Suef,#N/A
FAYOUM_2,#N/A,0500UP,FM-ENT_0500UP,Alcatel,#N/A,#N/A,Main Power,North Upper,Fayoum,#N/A
EBSHWAY_1,#N/A,0503UP,FM-ELGON_0503UP,Alcatel,#N/A,#N/A,Main Power,North Upper,Fayoum,#N/A
BIBA,#N/A,0504UP,FM-KOHAFAH_0504UP,Alcatel,#N/A,#N/A,Main Power,North Upper,Fayoum,#N/A
MINYA_2,#N/A,0505UP,U_S_BS-BRUMBOL_0505UP,Alcatel,#N/A,#N/A,Main Power,North Upper,Beni Suef,#N/A
6_OCT_HUA,#N/A,0526UP,MN-QURQAS-STH_0526UP,Alcatel,#N/A,#N/A,Main Power,North Upper,Menya,#N/A
MANFALOUT_2,#N/A,0531UP,MN-DEIR-MAWAS2_0531UP,Alcatel,#N/A,#N/A,Main Power,North Upper,Menya,#N/A
EBSHWAY_1,#N/A,0561UP,FM-SINNURIS1_0561UP,Alcatel,#N/A,#N/A,Main Power,North Upper,Fayoum,#N/A
BOSH_NODAL,#N/A,0584UP,SG-TIMA1_0584UP,Alcatel,#N/A,#N/A,Main Power,North Upper,Asyout,#N/A
EL_MAHROUSA,#N/A,0588UP,BIBA1_0588UP,Alcatel,#N/A,#N/A,Main Power,North Upper,Beni Suef,#N/A
FAYOUM_2,#N/A,0592UP,FM-FAYOUM3_0592UP,Alcatel,#N/A,#N/A,Main Power,North Upper,Fayoum,#N/A
QUENA_WEST,#N/A,0609UP,MN-NZLET-ASMNT_0609UP,Alcatel,#N/A,#N/A,Main Power,North Upper,Menya,#N/A
BOSH_NODAL,#N/A,0611UP,AT-BADARI1_0611UP,Alcatel,#N/A,#N/A,Main Power,North Upper,Asyout,#N/A
BENISUEF_4,#N/A,0613UP,AT-MANFALOUT1_0613UP,Alcatel,#N/A,#N/A,Main Power,North Upper,Asyout,#N/A
6_OCT_HUA,#N/A,0616UP,AT-DAYROUT-ENT_0616UP,Alcatel,#N/A,#N/A,Main Power,North Upper,Asyout,#N/A
EBSHWAY_1,#N/A,0623UP,FM-NAGDHA_0623UP,Alcatel,#N/A,#N/A,Main Power,North Upper,Fayoum,#N/A
BIBA,#N/A,0642UP,BS-BAHASHIN_0642UP,Alcatel,#N/A,#N/A,Main Power,North Upper,Beni Suef,#N/A
6_OCT_HUA,#N/A,0650UP,BS-GEZIRA-NTH_0650UP,Alcatel,#N/A,#N/A,Main Power,North Upper,Beni Suef,#N/A
MAGHAGHA_2,#N/A,0659UP,BS-GEZIRA-STH_0659UP,Alcatel,#N/A,#N/A,Main Power,North Upper,Beni Suef,#N/A
6_OCT_HUA,#N/A,0660UP,AT-NKHILA-EXCH_0660UP,Alcatel,#N/A,#N/A,Main Power,North Upper,Asyout,#N/A
MALLAWI-EX02,#N/A,0663UP,BS-RING-ROAD_0663UP,Alcatel,#N/A,#N/A,Main Power,North Upper,Beni Suef,#N/A
BENISUEF_EXC,#N/A,0673UP,BS-MERMAH_0673UP,Alcatel,#N/A,#N/A,Main Power,North Upper,Beni Suef,#N/A
ASWAN_2_V,#N/A,0689UP,MN-MAGOUSA_0689UP,Alcatel,#N/A,#N/A,Main Power,North Upper,Menya,#N/A
BIBA,#N/A,0690UP,MN-ZOGROFIA_0690UP,Alcatel,#N/A,#N/A,Main Power,North Upper,Menya,#N/A
DAYROUT,#N/A,0696UP,AT-HAMRA_0696UP,Alcatel,#N/A,#N/A,Main Power,North Upper,Asyout,#N/A
EBSHWAY_1,#N/A,0708UP,U_S_FM-GABANAH_0708UP,Alcatel,#N/A,#N/A,Main Power,North Upper,Fayoum,#N/A
EBSHWAY_1,#N/A,0712UP,FM-BAROUDAYA_0712UP,Alcatel,#N/A,#N/A,Main Power,North Upper,Fayoum,#N/A
10-RAMADAN-EXCH,#N/A,0724UP,QN-AFINDI-UMER_0724UP,Alcatel,#N/A,#N/A,Main Power,North Upper,Asyout,#N/A
MINYA_2,#N/A,0743UP,MN-MALLAWI-MKT_0743UP,Alcatel,#N/A,#N/A,Main Power,North Upper,Menya,#N/A
ASYOUT_2,#N/A,0756UP,U_S_BS-ATWAB_0756UP,Alcatel,#N/A,#N/A,Main Power,North Upper,Beni Suef,#N/A
QUENA_WEST,#N/A,0757UP,MN-TANBADA_0757UP,Alcatel,#N/A,#N/A,Main Power,North Upper,Menya,#N/A
MOVENPICK_LUXOR,#N/A,0763UP,AT-DRUNKAH-CTR_0763UP,Alcatel,#N/A,#N/A,Main Power,North Upper,Asyout,#N/A
MINYA_1_EVO_V,#N/A,0770UP,MN-ATLEEDEM_0770UP,Alcatel,#N/A,#N/A,Main Power,North Upper,Menya,#N/A
ASYOUT_4,#N/A,0772UP,MN-GLAL-SHRKYA_0772UP,Alcatel,#N/A,#N/A,Main Power,North Upper,Menya,#N/A
QUENA_WEST,#N/A,0774UP,MN-NZLT-BDRAMN_0774UP,Alcatel,#N/A,#N/A,Main Power,North Upper,Menya,#N/A
ASWAN_5,#N/A,0793UP,GZ-WAHAT-RD-12_0793UP,Alcatel,#N/A,#N/A,Main Power,North Upper,Bahareya ,#N/A
ASWAN_5,#N/A,0794UP,GZ-WAHAT-RD-13_0794UP,Alcatel,#N/A,#N/A,Main Power,North Upper,Bahareya ,#N/A
ASWAN_5,#N/A,0801UP,GZ-WAHAT-RD-21_0801UP,Alcatel,#N/A,#N/A,Main Power,North Upper,Bahareya ,#N/A
BOSH_NODAL,#N/A,0807UP,WG-OWAY-DAKH15-NR_0807UP,Alcatel,#N/A,#N/A,Main Power,North Upper,Dahkla,#N/A
ABO_TIG_1,#N/A,0813UP,WG-OWAY-DAKH-9-NR_0813UP,Alcatel,#N/A,#N/A,Main Power,North Upper,Dahkla,#N/A
DAYROUT,#N/A,0817UP,WG-OWAY-DAKH-2_0817UP,Alcatel,#N/A,#N/A,Main Power,North Upper,Dahkla,#N/A
DAYROUT_3,#N/A,0819UP,WG-OWAY-DAKH-3-NR_0819UP,Alcatel,#N/A,#N/A,Main Power,North Upper,Dahkla,#N/A
BANI_ATTEYA_2,#N/A,0821UP,WG-OWAY-DAKH-4-NR_0821UP,Alcatel,#N/A,#N/A,Main Power,North Upper,Dahkla,#N/A
SAMALOUT_2,#N/A,0822UP,WG-OWAY-DAKH-5-NR_0822UP,Alcatel,#N/A,#N/A,Main Power,North Upper,Dahkla,#N/A
EBSHWAY_1,#N/A,0849UP,FM-WEST_0849UP,Alcatel,#N/A,#N/A,Main Power,North Upper,Fayoum,#N/A
BIBA,#N/A,0862UP,MN-MENYA-WST_0862UP,Alcatel,#N/A,#N/A,Main Power,North Upper,Menya,#N/A
BENISUEF_EXC_2,#N/A,0865UP,MAZOURA-2_0865UP,Alcatel,#N/A,#N/A,Main Power,North Upper,Beni Suef,#N/A
BOSH-EXCH,#N/A,0870UP,MN-DALGA-2_0870UP,Alcatel,#N/A,#N/A,Main Power,North Upper,Menya,#N/A
EBSHWAY_1,#N/A,0874UP,FM-NAQLIFA_0874UP,Alcatel,#N/A,#N/A,Main Power,North Upper,Fayoum,#N/A
FAYOUM_2,#N/A,0881UP,FM-ROBOO_0881UP,Alcatel,#N/A,#N/A,Main Power,North Upper,Fayoum,#N/A
BOSH_NODAL,#N/A,0921UP,BS-HWART-ADLAN_0921UP,Alcatel,#N/A,#N/A,Main Power,North Upper,Beni Suef,#N/A
MANFALOUT_2,#N/A,0958UP,MN-OM-NAKHLA_0958UP,Alcatel,#N/A,#N/A,Main Power,North Upper,Menya,#N/A
SOHAG_EXC_2,#N/A,0967UP,BS-ZAYTUN_0967UP,Alcatel,#N/A,#N/A,Main Power,North Upper,Beni Suef,#N/A
QUENA_WEST,#N/A,0970UP,BS-ORABI-ST_0970UP,Alcatel,#N/A,#N/A,Main Power,North Upper,Beni Suef,#N/A
SOHAG_ENTRANCE_2,#N/A,0973UP,BS-BANI-SILMAN_0973UP,Alcatel,#N/A,#N/A,Main Power,North Upper,Beni Suef,#N/A
FAYOUM_2,#N/A,0974UP,FM-EZBT-ZAGDUN_0974UP,Alcatel,#N/A,#N/A,Main Power,North Upper,Fayoum,#N/A
BENISUEF_EXC_2,#N/A,0975UP,BS-MASID-ABYAD_0975UP,Alcatel,#N/A,#N/A,Main Power,North Upper,Beni Suef,#N/A
BADARI_2,#N/A,0989UP,MN-DAKOUF-2_0989UP,Alcatel,#N/A,#N/A,Main Power,North Upper,Menya,#N/A
BANI_ATTEYA_2,#N/A,0992UP,MN-MASART-HGAG_0992UP,Alcatel,#N/A,#N/A,Main Power,North Upper,Menya,#N/A
QUENA_WEST,#N/A,0993UP,AT-ELOUNA_0993UP,Alcatel,#N/A,#N/A,Main Power,North Upper,Asyout,#N/A
BADRASHEN-EXCH,#N/A,1008UP,FM-I-OBERGE_1008UP,Alcatel,#N/A,#N/A,Main Power,North Upper,Fayoum,#N/A
BENISUEF_EXC_2,#N/A,1020UP,AT-I-COCA-COLA_1020UP,Alcatel,#N/A,#N/A,Main Power,North Upper,Asyout,#N/A
BALYANA,#N/A,1031UP,AT-I-MEC_1031UP,Alcatel,#N/A,#N/A,Main Power,North Upper,Asyout,#N/A
BALYANA,#N/A,3021UP,BS-SEDMENT-JABAL_3021UP,Alcatel,#N/A,#N/A,Main Power,North Upper,Beni Suef,#N/A
BIBA,#N/A,3043UP,AT-AWLAD-RAAK_3043UP,Alcatel,#N/A,#N/A,Main Power,North Upper,Asyout,#N/A
MANFALUT,#N/A,3044UP,FM-ATHAMNA_3044UP,Alcatel,#N/A,#N/A,Main Power,North Upper,Fayoum,#N/A
BENISUEF_EXC,#N/A,3045UP,FM-ABU-NAQASH_3045UP,Alcatel,#N/A,#N/A,Main Power,North Upper,Fayoum,#N/A
FAYOUM_2,#N/A,3047UP,FM-ABU-GANDIR_3047UP,Alcatel,#N/A,#N/A,Main Power,North Upper,Fayoum,#N/A
EDFO3_EVO,#N/A,3049UP,TIMA-STH_3049UP,Alcatel,#N/A,#N/A,Main Power,North Upper,Asyout,#N/A
BOSH_NODAL,#N/A,3050UP,U_S_FM-BANI-SALEH_3050UP,Alcatel,#N/A,#N/A,Main Power,North Upper,Fayoum,#N/A
BADARI_2,#N/A,3054UP,BS-SALAQOUS_3054UP,Alcatel,#N/A,#N/A,Main Power,North Upper,Beni Suef,#N/A
KOMOMBO_EX,#N/A,3055UP,AT-SHUTB_3055UP,Alcatel,#N/A,#N/A,Main Power,North Upper,Asyout,#N/A
LUXOR_3,#N/A,3056UP,BS-IQFAHS_3056UP,Alcatel,#N/A,#N/A,Main Power,North Upper,Beni Suef,#N/A
QUENA_WEST,#N/A,3067UP,AT-DASHLOUT-1_3067UP,Alcatel,#N/A,#N/A,Main Power,North Upper,Asyout,#N/A
BOSH-EX02,#N/A,3073UP,U_S_MN-ABYOUNA_3073UP,Alcatel,#N/A,#N/A,Main Power,North Upper,Menya,#N/A
MALLAWI_EX,#N/A,3099UP,AT-BANI-HARAM_3099UP,Alcatel,#N/A,#N/A,Main Power,North Upper,Asyout,#N/A
LUXOR_3,#N/A,3111UP,AT-AWLAD-ELIAS_3111UP,Alcatel,#N/A,#N/A,Main Power,North Upper,Asyout,#N/A
ASYOUT_6,#N/A,3115UP,AT-ZAWYA-1_3115UP,Alcatel,#N/A,#N/A,Main Power,North Upper,Asyout,#N/A
ASYOUT_4,#N/A,3116UP,AT-MANFLOT-ENT_3116UP,Alcatel,#N/A,#N/A,Main Power,North Upper,Asyout,#N/A
EBSHWAY_2,#N/A,3138UP,FM-KAROUN-PALC_3138UP,Alcatel,#N/A,#N/A,Main Power,North Upper,Fayoum,#N/A
EBSHWAY_2,#N/A,3142UP,FM-MASHRK-KBLY_3142UP,Alcatel,#N/A,#N/A,Main Power,North Upper,Fayoum,#N/A
ABO-TIG02,#N/A,3146UP,FM-TIRSA_3146UP,Alcatel,#N/A,#N/A,Main Power,North Upper,Fayoum,#N/A
EDFO3_EVO,#N/A,3159UP,MN-SAFT-KHIMAR_3159UP,Alcatel,#N/A,#N/A,Main Power,North Upper,Menya,#N/A
BALYANA_2,#N/A,3174UP,AT-BALAYZA_3174UP,Alcatel,#N/A,#N/A,Main Power,North Upper,Asyout,#N/A
FAYOUM_2,#N/A,3262UP,FM-EZBT-HABON_3262UP,Alcatel,#N/A,#N/A,Main Power,North Upper,Fayoum,#N/A
EBSHWAY_1,#N/A,3265UP,FM-AMEREYAT-FM_3265UP,Alcatel,#N/A,#N/A,Main Power,North Upper,Fayoum,#N/A
LUXOR_3,#N/A,3280UP,AT-HOTA_3280UP,Alcatel,#N/A,#N/A,Main Power,North Upper,Asyout,#N/A
ASWAN_4_V,#N/A,3283UP,WG-DAKH-KHRG-5_3283UP,Alcatel,#N/A,#N/A,Main Power,North Upper,Elkharga,#N/A
ASWAN_4_V,#N/A,3284UP,WG-DAKH-KHRG-7_3284UP,Alcatel,#N/A,#N/A,Main Power,North Upper,Elkharga,#N/A
SOHAG_ENTRANCE_3,#N/A,3318UP,SG-TAL-ELZOKI_3318UP,Alcatel,#N/A,#N/A,Main Power,North Upper,Asyout,#N/A
MOVENPICK_LUXOR,#N/A,3320UP,MN-MANQATIN_3320UP,Alcatel,#N/A,#N/A,Main Power,North Upper,Menya,#N/A
ABO_QURQAS_CITY1,#N/A,3353UP,BS-BARAWA_3353UP,Alcatel,#N/A,#N/A,Main Power,North Upper,Beni Suef,#N/A
EDFO_EXCHANGE,#N/A,3355UP,MN-ABBASIA_3355UP,Alcatel,#N/A,#N/A,Main Power,North Upper,Menya,#N/A
DEIR_MAWAS,#N/A,3356UP,AT-ALANSAR_3356UP,Alcatel,#N/A,#N/A,Main Power,North Upper,Asyout,#N/A
NAG_HAMADI_EX_2,#N/A,3358UP,MN-BANI-EMRAN_3358UP,Alcatel,#N/A,#N/A,Main Power,North Upper,Menya,#N/A
BENISUEF_EXC,#N/A,3360UP,BS-BANI-HILLA_3360UP,Alcatel,#N/A,#N/A,Main Power,North Upper,Beni Suef,#N/A
BANI_MAZAR,#N/A,3361UP,BS-ELKANISA_3361UP,Alcatel,#N/A,#N/A,Main Power,North Upper,Beni Suef,#N/A
QOUSSEYA,#N/A,3362UP,AT-FAZARA_3362UP,Alcatel,#N/A,#N/A,Main Power,North Upper,Asyout,#N/A
EL_QARAN,#N/A,3365UP,AT-GARF-SARHAN_3365UP,Alcatel,#N/A,#N/A,Main Power,North Upper,Asyout,#N/A
MAGHAGHA_2,#N/A,3376UP,WG-D-KHRG-2-1_3376UP,Alcatel,#N/A,#N/A,Main Power,North Upper,Elkharga,#N/A
QUENA_3,#N/A,3410UP,BS-HALABIYA_3410UP,Alcatel,#N/A,#N/A,Main Power,North Upper,Beni Suef,#N/A
NAG3_HAMMADI,#N/A,3415UP,BS-QULLA_3415UP,Alcatel,#N/A,#N/A,Main Power,North Upper,Beni Suef,#N/A
BALYANA,#N/A,3416UP,BS-DAMOSHYA_3416UP,Alcatel,#N/A,#N/A,Main Power,North Upper,Beni Suef,#N/A
EBSHWAY_2,#N/A,3422UP,FM-SONBAT_3422UP,Alcatel,#N/A,#N/A,Main Power,North Upper,Fayoum,#N/A
BADRASHEN-EXCH,#N/A,3428UP,FM-BASYUNIYA_3428UP,Alcatel,#N/A,#N/A,Main Power,North Upper,Fayoum,#N/A
EBSHWAY_1,#N/A,3432UP,FM-FANOS_3432UP,Alcatel,#N/A,#N/A,Main Power,North Upper,Fayoum,#N/A
EBSHWAY_1,#N/A,3433UP,FM-KFR-MAHFOZ_3433UP,Alcatel,#N/A,#N/A,Main Power,North Upper,Fayoum,#N/A
SOHAG_EX_1,#N/A,3444UP,MN-BANI-SALIM_3444UP,Alcatel,#N/A,#N/A,Main Power,North Upper,Menya,#N/A
BALYANA,#N/A,3446UP,MN-TANOF_3446UP,Alcatel,#N/A,#N/A,Main Power,North Upper,Menya,#N/A
BADARI04,#N/A,3447UP,MN-ASMU-AROS_3447UP,Alcatel,#N/A,#N/A,Main Power,North Upper,Menya,#N/A
BIBA_2,#N/A,3460UP,FM-MNSHT-ABDLA_3460UP,Alcatel,#N/A,#N/A,Main Power,North Upper,Fayoum,#N/A
FAYOUM_2,#N/A,3465UP,FM-TALAT_3465UP,Alcatel,#N/A,#N/A,Main Power,North Upper,Fayoum,#N/A
BENISUEF_EXC,#N/A,3477UP,MN-B-KHLD-MAGH_3477UP,Alcatel,#N/A,#N/A,Main Power,North Upper,Menya,#N/A
EDFO_EXCHANGE,#N/A,3478UP,MN-MNSHT-SAWI_3478UP,Alcatel,#N/A,#N/A,Main Power,North Upper,Menya,#N/A
MANFALOUT03,#N/A,3479UP,MN-BASQALON_3479UP,Alcatel,#N/A,#N/A,Main Power,North Upper,Menya,#N/A
BADARI_2,#N/A,3480UP,MN-MNSHT-HALFA_3480UP,Alcatel,#N/A,#N/A,Main Power,North Upper,Menya,#N/A
KOMOMBO_EX,#N/A,3481UP,MN-MASID_3481UP,Alcatel,#N/A,#N/A,Main Power,North Upper,Beni Suef,#N/A
EBSHWAY_1,#N/A,3508UP,FM-WANAYSA_3508UP,Alcatel,#N/A,#N/A,Main Power,North Upper,Fayoum,#N/A
EBSHWAY_2,#N/A,3515UP,FM-HAGAR_3515UP,Alcatel,#N/A,#N/A,Main Power,North Upper,Fayoum,#N/A
EBSHWAY_1,#N/A,3516UP,FM-MNSHT-AMIR_3516UP,Alcatel,#N/A,#N/A,Main Power,North Upper,Fayoum,#N/A
BADARI_3,#N/A,3527UP,AT-BANI-RAFI_3527UP,Alcatel,#N/A,#N/A,Main Power,North Upper,Asyout,#N/A
SOHAG_ENTRANCE_3,#N/A,3530UP,AT-ELFIMA_3530UP,Alcatel,#N/A,#N/A,Main Power,North Upper,Asyout,#N/A
DAYROUT_3,#N/A,3534UP,BS-KOM-NOR_3534UP,Alcatel,#N/A,#N/A,Main Power,North Upper,Beni Suef,#N/A
BOSH-EXCH,#N/A,3539UP,AT-BASRH_3539UP,Alcatel,#N/A,#N/A,Main Power,North Upper,Asyout,#N/A
SOHAG_ENTRANCE_3,#N/A,3561UP,AT-BOUQ_3561UP,Alcatel,#N/A,#N/A,Main Power,North Upper,Asyout,#N/A
ASWAN_4_V,#N/A,3565UP,AT-ELTIMSAHIYA_3565UP,Alcatel,#N/A,#N/A,Main Power,North Upper,Asyout,#N/A
MINYA_1_EVO_V,#N/A,3624UP,AT-ARB-ATTIYAT_3624UP,Alcatel,#N/A,#N/A,Main Power,North Upper,Asyout,#N/A
BALYANA,#N/A,3641UP,UMB-MN-2_3641UP,Alcatel,#N/A,#N/A,Main Power,North Upper,Menya,#N/A
MANFALOUT03,#N/A,3662UP,BS-ELGAMHOD_3662UP,Alcatel,#N/A,#N/A,Main Power,North Upper,Beni Suef,#N/A
QUENA_3,#N/A,3664UP,BS-TARSHOB_3664UP,Alcatel,#N/A,#N/A,Main Power,North Upper,Beni Suef,#N/A
#N/A,#N/A,3667UP,BS-BNI-HDIER_3667UP,Alcatel,#N/A,#N/A,Main Power,North Upper,Beni Suef,#N/A
ASYOUT03,#N/A,3670UP,BS-ABO-SELIM_3670UP,Alcatel,#N/A,#N/A,Main Power,North Upper,Beni Suef,#N/A
EBSHWAY_2,#N/A,3687UP,FM-SHAALAN_3687UP,Alcatel,#N/A,#N/A,Main Power,North Upper,Fayoum,#N/A
BENISUEF_EXC,#N/A,3688UP,FM-FAYSAL_3688UP,Alcatel,#N/A,#N/A,Main Power,North Upper,Fayoum,#N/A
BOSH_NODAL,#N/A,3693UP,AT-ELGAREB_3693UP,Alcatel,#N/A,#N/A,Main Power,North Upper,Asyout,#N/A
DAYROUT,#N/A,3694UP,AT-QUSR-AMERNA_3694UP,Alcatel,#N/A,#N/A,Main Power,North Upper,Asyout,#N/A
QUENA_NORTH,#N/A,3697UP,AT-NAZLT-BELAL_3697UP,Alcatel,#N/A,#N/A,Main Power,North Upper,Asyout,#N/A
ABO-TIG02,#N/A,3698UP,MN-ELATALAT_3698UP,Alcatel,#N/A,#N/A,Main Power,North Upper,Menya,#N/A
DEIR_MAWAS,#N/A,3699UP,FM-DR-GAMMAL_3699UP,Alcatel,#N/A,#N/A,Main Power,North Upper,Fayoum,#N/A
ABO_TIG_1,#N/A,3703UP,AT-NZLT-QADADH_3703UP,Alcatel,#N/A,#N/A,Main Power,North Upper,Asyout,#N/A
KOMOMBO_EX,#N/A,3706UP,BS-NEW-BS-3_3706UP,Alcatel,#N/A,#N/A,Main Power,North Upper,Beni Suef,#N/A
ABO_QURQAS_CITY_2,#N/A,3723UP,FM-FAHMEYA_3723UP,Alcatel,#N/A,#N/A,Main Power,North Upper,Fayoum,#N/A
MINYA_1_EVO_V,#N/A,3724UP,FM-EZBT-MEREB_3724UP,Alcatel,#N/A,#N/A,Main Power,North Upper,Fayoum,#N/A
#N/A,#N/A,3759UP,AT-AWLD-IBRHIM_3759UP,Alcatel,#N/A,#N/A,Main Power,North Upper,Asyout,#N/A
ASWAN_5,#N/A,3761UP,AT-TASA_3761UP,Alcatel,#N/A,#N/A,Main Power,North Upper,Asyout,#N/A
GIRGA_TOWN_1,#N/A,3782UP,MN-MARZOUK_3782UP,Alcatel,#N/A,#N/A,Main Power,North Upper,Menya,#N/A
QUENA_WEST,#N/A,3818UP,FM-TAMYA-CTY_3818UP,Alcatel,#N/A,#N/A,Main Power,North Upper,Fayoum,#N/A
ASYOUT_6,#N/A,3826UP,AT-QUSIYA3_3826UP,Alcatel,#N/A,#N/A,Main Power,North Upper,Asyout,#N/A
BADARI_3,#N/A,3860UP,AT-ALKHAWALID_3860UP,Alcatel,#N/A,#N/A,Main Power,North Upper,Asyout,#N/A
ABO_QURQAS_CITY_2,#N/A,3861UP,MN-KOM-ALHASIL_3861UP,Alcatel,#N/A,#N/A,Main Power,North Upper,Menya,#N/A
MINYA03,#N/A,3862UP,AT-MANFALOUT-3_3862UP,Alcatel,#N/A,#N/A,Main Power,North Upper,Asyout,#N/A
SOHAG_ENTRANCE_2,#N/A,3891UP,U_S_MN-BNI-KHALF_3891UP,Alcatel,#N/A,#N/A,Main Power,North Upper,Menya,#N/A
QUENA_WEST,#N/A,3900UP,FM-KOM-OSHIM_3900UP,Alcatel,#N/A,#N/A,Main Power,North Upper,Fayoum,#N/A
